epoch,accuracy,loss,val_accuracy,val_loss
0,0.2837499976158142,1.9336050748825073,0.40625,1.6119898557662964
1,0.5387499928474426,1.3988510370254517,0.5625,1.2367770671844482
2,0.675000011920929,1.0618441104888916,0.671875,1.0340481996536255
3,0.7599999904632568,0.8375911712646484,0.8072916865348816,0.7490427494049072
4,0.8199999928474426,0.6402652263641357,0.796875,0.6661097407341003
5,0.8725000023841858,0.4977700412273407,0.8489583134651184,0.5688446164131165
6,0.9150000214576721,0.379929780960083,0.890625,0.4801991283893585
7,0.9387500286102295,0.3084380626678467,0.8802083134651184,0.468898743391037
8,0.956250011920929,0.25275444984436035,0.90625,0.43178296089172363
9,0.96875,0.23046404123306274,0.9270833134651184,0.3912009000778198
10,0.9775000214576721,0.1959758698940277,0.9270833134651184,0.3784099519252777
11,0.9862499833106995,0.16727489233016968,0.921875,0.3690895140171051
12,0.9925000071525574,0.14245754480361938,0.9322916865348816,0.38853225111961365
13,0.987500011920929,0.14982397854328156,0.9270833134651184,0.35181617736816406
14,0.9912499785423279,0.12672051787376404,0.9427083134651184,0.2876876890659332
15,0.9987499713897705,0.1130431741476059,0.9427083134651184,0.30508580803871155
16,0.9987499713897705,0.1017693355679512,0.9375,0.32319021224975586
17,1.0,0.09549450129270554,0.9427083134651184,0.2858620285987854
18,1.0,0.08919180184602737,0.9322916865348816,0.2923586070537567
19,1.0,0.08568974584341049,0.9427083134651184,0.28288424015045166
20,1.0,0.08147549629211426,0.9375,0.28094005584716797
21,1.0,0.07861131429672241,0.9479166865348816,0.27057716250419617
22,1.0,0.07446493953466415,0.9479166865348816,0.2648153007030487
23,1.0,0.07018454372882843,0.9375,0.2815544009208679
24,1.0,0.0674629807472229,0.9270833134651184,0.2729768455028534
25,1.0,0.06495925784111023,0.9270833134651184,0.29309603571891785
26,1.0,0.06249961256980896,0.953125,0.25439026951789856
27,1.0,0.06059020012617111,0.9375,0.2679130733013153
28,1.0,0.059971317648887634,0.953125,0.25514569878578186
29,1.0,0.05705935135483742,0.9427083134651184,0.27822554111480713
