epoch,accuracy,loss,val_accuracy,val_loss
0,0.32249999046325684,1.8774781227111816,0.5208333134651184,1.5212335586547852
1,0.5662500262260437,1.3480772972106934,0.6354166865348816,1.2346374988555908
2,0.6449999809265137,1.1083191633224487,0.65625,1.0952574014663696
3,0.7212499976158142,0.9458214640617371,0.7135416865348816,1.0032626390457153
4,0.7737500071525574,0.7972692251205444,0.734375,0.8579532504081726
5,0.8162500262260437,0.7057578563690186,0.7864583134651184,0.7771561741828918
6,0.8550000190734863,0.6261372566223145,0.7916666865348816,0.7838373780250549
7,0.8537499904632568,0.5569196939468384,0.7916666865348816,0.7196414470672607
8,0.8887500166893005,0.5011410713195801,0.8125,0.6886327862739563
9,0.8899999856948853,0.47847282886505127,0.8020833134651184,0.6678969264030457
10,0.8887500166893005,0.46276557445526123,0.7708333134651184,0.7609126567840576
11,0.9037500023841858,0.4216269254684448,0.8177083134651184,0.6747172474861145
12,0.9350000023841858,0.3581078052520752,0.8177083134651184,0.6408645510673523
13,0.9412500262260437,0.3296966850757599,0.8489583134651184,0.6204931735992432
14,0.9512500166893005,0.30731669068336487,0.8645833134651184,0.5679164528846741
15,0.9599999785423279,0.2830182611942291,0.8385416865348816,0.6381357312202454
16,0.9662500023841858,0.2607839107513428,0.8489583134651184,0.5483644008636475
17,0.9737499952316284,0.24606695771217346,0.8802083134651184,0.5722751617431641
18,0.9775000214576721,0.2287876158952713,0.8802083134651184,0.5449599027633667
19,0.9862499833106995,0.21325483918190002,0.875,0.5626135468482971
20,0.9837499856948853,0.20553718507289886,0.8854166865348816,0.5024078488349915
21,0.9912499785423279,0.18617188930511475,0.8854166865348816,0.5062100291252136
22,0.9912499785423279,0.1834087371826172,0.890625,0.45286187529563904
23,0.9950000047683716,0.16909754276275635,0.8958333134651184,0.4842754602432251
24,0.9962499737739563,0.15560083091259003,0.8802083134651184,0.47339609265327454
25,0.9962499737739563,0.14952923357486725,0.890625,0.46074938774108887
26,0.9912499785423279,0.15239430963993073,0.8854166865348816,0.49448728561401367
27,0.9987499713897705,0.1424577385187149,0.8958333134651184,0.4627700746059418
28,0.9987499713897705,0.1289413869380951,0.890625,0.48602673411369324
29,1.0,0.12486216425895691,0.8854166865348816,0.45821693539619446
